,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
2174,0.0018449587,0.000705,0.002737197,0.0012425,0.1157024793,0.0192362856,25739,0.0962087975,0.09515135,0.0039466028,0.0073357,0,0.0665981473,0.0512113736,0.0868217454,0.0369821943,0.0619834711,rest_1,session_2,SWU_4,1.1445150442,1.1340016785,0.2684700348,0.0248962656,0.2306708847,,16,,,,1,,3.4375,3.4375,3.99,1,113.596420288,-102.063919067,-17.4760818481,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          113.59642029],[  -0.            3.43750024   -0.         -102.06391907],[  0.           0.           3.99000025 -17.47608185],0,2
2175,0.0010607025,0.00066,0.0009307741,0.000755,0.0619834711,0.0712232511,25739,0.08418975,0.0832946,0.0021142203,0.002779575,0.0371900826,0.0747271299,0.069300955,0.0347199279,0.0421132574,0.0165289256,rest_1,session_1,SWU_4,1.3050370551,1.3026411799,0.1108554125,0.0124481328,0.1573414188,,16,,,,1,,3.4375,3.4375,3.99,1,105.277099609,-93.0685424805,-32.832950592,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          105.27709961],[ -0.           3.4375      -0.         -93.06854248],[  0.           0.           3.99000001 -32.83295059],0,2
2176,0.0018849587,0.0007,0.0033545624,0.000465,0.1983471074,0.044783605,25740,0.0742940818,0.0731884,0.0027097509,0.002280325,0.132231405,0.1010755397,0.1007051755,0.0376928293,0.0622456599,0,rest_1,session_1,SWU_4,1.1671835992,1.1513053953,0.1474018129,0.0290456432,0.1805680875,,16,,,,1,,3.4375,3.4375,3.99,1,112.274917603,-98.1077346802,-45.8945274353,0,1,0,,,1,0,0,31,0,[  -3.4375      -0.          -0.         112.2749176],[ -0.           3.4375      -0.         -98.10773468],[  0.           0.           3.99000001 -45.89452744],0,2
2177,0.0009737603,0.000655,0.0009146423,0.000395,0.1446280992,0.0399467366,25740,0.0705451372,0.0702014,0.0029186829,0.003726025,0.0371900826,0.0794633623,0.0761716043,0.0278535143,0.0336154604,0.020661157,rest_1,session_2,SWU_4,1.2044249784,1.1949488287,0.1162456322,0.0124481328,0.1548088508,,16,,,,1,,3.4375,3.4375,3.99,1,113.865478516,-96.0149154663,-59.8299751282,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          113.86547852],[ -0.           3.4375      -0.         -96.01491547],[  0.           0.           3.99000001 -59.82997513],0,2
2178,0.0009728926,0.000735,0.001601562,0.0002875,0.0702479339,0.2153104802,25741,0.0866777153,0.08646725,0.0011470183,0.001690625,0,0.0726692186,0.0660672795,0.0417560647,0.033646445,0.0537190083,rest_1,session_1,SWU_4,1.1539350099,1.126979559,0.1963831415,0.0373443983,0.1757446208,,16,,,,1,,3.4375,3.4375,3.99,1,111.34942627,-88.9150466919,-53.2834968567,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          111.34942627],[ -0.           3.4375      -0.         -88.91504669],[  0.           0.           3.99000001 -53.28349686],0,2
2179,0.0009557851,0.000815,0.0006041814,0.00029,0.0991735537,0.1324242169,25741,0.0731086227,0.0727547,0.001291061,0.001380075,0.0702479339,0.0575286251,0.0587924325,0.0244755548,0.0354295869,0.0082644628,rest_1,session_2,SWU_4,1.1784086334,1.1606600666,0.160353646,0.020746888,0.1883649199,,16,,,,1,,3.4375,3.4375,3.99,1,114.722900391,-92.2978820801,-53.2069664001,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          114.72290039],[ -0.           3.4375      -0.         -92.29788208],[  0.           0.           3.99000001 -53.2069664 ],0,2
2180,0.0010500413,0.00075,0.0007994577,0.0002675,0.152892562,0.0982998676,25742,0.0817400351,0.0815628,0.000929727,0.001015975,0.0537190083,0.0836865204,0.084492985,0.0434927128,0.0679876149,0,rest_1,session_2,SWU_4,1.0898295566,1.0833969266,0.097781598,0.0041493776,0.1448451429,,16,,,,1,,3.4375,3.4375,3.99,1,114.048217773,-99.8438873291,-51.7635040283,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          114.04821777],[ -0.           3.43749976  -0.         -99.84388733],[  0.           0.           3.99000001 -51.76350403],0,2
2181,0.0009896281,0.00071,0.0009103565,0.0003975,0.1239669421,0.1567175375,25742,0.0763520471,0.07619115,0.0007937607,0.001042875,0.0123966942,0.0628708578,0.0569369816,0.0406073584,0.0476736359,0.0247933884,rest_1,session_1,SWU_4,1.1189534998,1.1046925842,0.1277304845,0.020746888,0.1449296283,,16,,,,1,,3.4375,3.4375,3.99,1,114.048217773,-93.0993652344,-50.5691337585,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          114.04821777],[ -0.           3.4375      -0.         -93.09936523],[  0.           0.           3.98999953 -50.56913376],0,2
2182,0.001152438,0.00072,0.0025736491,0.00022,0.0826446281,0.1157607411,25743,0.0698527066,0.06958915,0.0012876677,0.00113345,0.0330578512,0.0827283311,0.076399216,0.0479534464,0.0501093664,0.0165289256,rest_1,session_1,SWU_4,1.2656299008,1.2468923092,0.2017389484,0.0331950207,0.1180955774,,16,,,,1,,3.4375,3.4375,3.99,1,110,-98.9242782593,-41.9756317139,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.4375      -0.         -98.92427826],[  0.           0.           3.99000001 -41.97563171],0,2
2183,0.0063742975,0.00071,0.0092537456,0.017255,0.0041322314,0.0390215504,25743,0.0816255864,0.07985355,0.0037786894,0.007535275,0,0.0885257782,0.0577883888,0.1109371502,0.0415484709,0.1198347107,rest_1,session_2,SWU_4,0.9417725447,0.8087638755,0.4715500716,0.1203319502,0.1422262272,,16,,,,1,,3.4375,3.4375,3.99,1,107.975891113,-97.3418579102,-34.5911712646,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          107.97589111],[ -0.           3.4375      -0.         -97.34185791],[  0.           0.           3.99000001 -34.59117126],0,2
2184,0.0013783058,0.001005,0.0014648744,0.001,0.041322314,0.0592361339,25744,0.0680460256,0.06817745,0.0025803298,0.004604775,0.0041322314,0.1261031463,0.1183827838,0.0770543988,0.0732966845,0.0371900826,rest_1,session_1,SWU_4,1.0223039334,0.962904708,0.323590709,0.0580912863,0.1545299824,,16,,,,1,,3.4375,3.4375,3.99,1,110,-81.1248168945,-66.7709121704,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.4375      -0.         -81.12481689],[  0.           0.           3.99000001 -66.77091217],0,2
2185,0.0047511983,0.000645,0.0174711246,0.00049,0.1570247934,0.0569776501,25744,0.0787005814,0.0776738,0.0038569449,0.001493175,0.0991735537,0.0695754828,0.0425106636,0.0936571385,0.0541065818,0.0495867769,rest_1,session_2,SWU_4,1.3644654951,1.278011263,0.3644204135,0.1078838174,0.1490983157,,16,,,,1,,3.4375,3.4375,3.99,1,110,-106.757614136,-24.1800689697,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[  -0.            3.4375       -0.         -106.75761414],[  0.           0.           3.99000001 -24.18006897],0,2
2186,0.0013241736,0.00086,0.0016285593,0.00057,0.1280991736,0.1090599452,25745,0.0597836587,0.0593734,0.0014009955,0.00122035,0.0909090909,0.0491037329,0.0427265323,0.0285630759,0.0326092721,0.0247933884,rest_1,session_1,SWU_4,1.1041192001,1.099978746,0.1698505438,0.0082987552,0.1941851319,,16,,,,1,,3.4375,3.4375,3.99,1,110,-87.8718261719,-62.7227096558,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.4375      -0.         -87.87182617],[  0.           0.           3.99000001 -62.72270966],0,2
2187,0.0012255372,0.000925,0.000968832,0.0004075,0.1280991736,0.0627190562,25745,0.0711606004,0.07091105,0.0011100263,0.00134825,0.0330578512,0.02417531,0.0203504576,0.0154334163,0.0161643796,0.0495867769,rest_1,session_2,SWU_4,1.103361339,1.1175741853,0.1316892174,0,0.1932149792,,16,,,,1,,3.4375,3.4375,3.99,1,110.674682617,-103.189025879,-42.2787399292,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          110.67468262],[  -0.            3.4375       -0.         -103.18902588],[  0.           0.           3.99000001 -42.27873993],0,2
2188,0.0009104132,0.0008,0.0003456385,0.0002375,0.0950413223,0.1265416497,25746,0.0799276326,0.0798764,0.000609681,0.000836125,0.0041322314,0.0244537349,0.0203084349,0.0142237978,0.0174592365,0.0247933884,rest_1,session_2,SWU_4,1.1523092881,1.1429399724,0.0884189022,0.0124481328,0.1182323337,,16,,,,1,,3.4375,3.4375,3.99,1,109.325317383,-86.185295105,-56.4705047607,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          109.32531738],[ -0.          3.4375     -0.        -86.1852951],[  0.           0.           3.99000001 -56.47050476],0,2
2189,0.0061626033,0.000695,0.0106553533,0.0029375,0.2190082645,0.0149556631,25747,0.066451531,0.0624903,0.0067658614,0.008449625,0,0.0563216027,0.0536964852,0.0296682329,0.0350416508,0.0123966942,rest_1,session_2,SWU_4,0.9630073834,0.9624683517,0.1188786802,0.0041493776,0.1675954099,,16,,,,1,,3.4375,3.4375,3.99,1,110,-100.556762695,-45.3735351562,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[  -0.            3.43750024   -0.         -100.5567627 ],[  0.           0.           3.99000025 -45.37353516],0,2
2190,0.0036595041,0.002405,0.00347569,0.0047575,0,0.0299620635,25747,0.0728556864,0.07093405,0.003879497,0.006558075,0,0.1180163994,0.0695812467,0.1427180748,0.0691744044,0.1239669421,rest_1,session_1,SWU_4,0.828008199,0.8168611061,0.1222579906,0.0082987552,0.1840557187,,16,,,,1,,3.4375,3.4375,3.99,1,110,-101.164916992,73.3148803711,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[  -0.            3.4375       -0.         -101.16491699],[  0.           0.           3.99000001  73.31488037],0,2
2191,0.0007671488,0.00066,0.0004173744,0.00017,0.0909090909,0.0704982904,25748,0.0760859946,0.0761344,0.0009042824,0.00122445,0.0041322314,0.036149421,0.0322837059,0.0186639516,0.0216073115,0.0454545455,rest_1,session_1,SWU_4,1.1340985821,1.1302016486,0.1060640916,0.0248962656,0.1263316809,,16,,,,1,,3.4375,3.4375,3.99,1,106.626525879,-94.7293243408,-53.0332489014,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          106.62652588],[ -0.           3.43749976  -0.         -94.72932434],[  0.           0.           3.99000025 -53.0332489 ],0,2
2192,0.0007392149,0.00067,0.0002352961,0.00017,0.0743801653,0.0573847814,25748,0.0764537211,0.0763334,0.0009460506,0.0013001,0.0041322314,0.0392661635,0.034093705,0.0214731195,0.0277257287,0.0165289256,rest_1,session_2,SWU_4,1.1935782467,1.1906508641,0.0837442307,0.0373443983,0.0937517188,,16,,,,1,,3.4375,3.4375,3.99,1,110,-96.508605957,-75.060295105,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.43750024  -0.         -96.50860596],[  0.           0.           3.99000025 -75.0602951 ],0,2
2193,0.0010058678,0.00082,0.0004990357,0.0004975,0.0826446281,0.0741614162,25749,0.0593818798,0.05934005,0.0012048384,0.001754125,0,0.0791930056,0.0723247496,0.0354851331,0.0509582248,0,rest_1,session_2,SWU_4,1.097537374,1.0898542997,0.16770656,0.0041493776,0.2486443886,,16,,,,1,,3.4375,3.4375,3.99,1,108.65057373,-96.6884231567,-49.8788299561,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          108.65057373],[ -0.           3.4375      -0.         -96.68842316],[  0.           0.           3.98999977 -49.87882996],0,2
2194,0.0018413223,0.00079,0.0019484393,0.00108,0.2231404959,0.0332753646,25749,0.0620784475,0.0612331,0.0033561302,0.0041793,0,0.1039838266,0.0886462034,0.0641083197,0.0727838809,0.0289256198,rest_1,session_1,SWU_4,1.0845899964,1.0660985072,0.1906707126,0.0082987552,0.2849488421,,16,,,,1,,3.4375,3.4375,3.99,1,108.919502258,-82.0199966431,-61.2240905762,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          108.91950226],[ -0.           3.43750024  -0.         -82.01999664],[  0.           0.           3.99000001 -61.22409058],0,2
2195,0.0037434298,0.000845,0.0059708589,0.0035925,0.1404958678,0.0786275885,25750,0.0747391483,0.0739903,0.0032811757,0.005496825,0.0041322314,0.0626597728,0.0355689089,0.1061535611,0.0301204818,0.1115702479,rest_1,session_2,SWU_4,1.240175632,1.1431646704,0.3991938102,0.0954356846,0.1504143314,,16,,,,1,,3.4375,3.4375,3.99,1,110,-90.944190979,-21.9042015076,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.43750024  -0.         -90.94419098],[  0.           0.           3.99000025 -21.90420151],0,2
2196,0.0013445041,0.00071,0.0013388486,0.0004,0.2314049587,0.0991236222,25750,0.0728824182,0.07247925,0.001331734,0.0017078,0.0082644628,0.0341957472,0.0283591906,0.0210729889,0.0223666266,0.0537190083,rest_1,session_1,SWU_4,1.3742782721,1.3567712445,0.1006427903,0.0082987552,0.1392711885,,16,,,,1,,3.4375,3.4375,3.99,1,108.65057373,-101.164916992,-37.5558433533,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          108.65057373],[  -0.            3.4375       -0.         -101.16491699],[  0.           0.           3.99000001 -37.55584335],0,2
2197,0.0009271074,0.00068,0.000676014,0.00027,0.1487603306,0.0462721828,25751,0.0703344876,0.0698315,0.0017147584,0.002088925,0.0289256198,0.0703694697,0.0660102555,0.0286700298,0.0341702252,0.0289256198,rest_1,session_1,SWU_4,1.1231129492,1.108069236,0.1176310381,0.0124481328,0.154668502,,16,,,,1,,3.4375,3.4375,3.99,1,112.293037415,-95.5385665894,-40.8554916382,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          112.29303741],[ -0.           3.4375      -0.         -95.53856659],[  0.           0.           3.99000001 -40.85549164],0,2
2198,0.0009458678,0.00069,0.0012041465,0.0002975,0.1033057851,0.0998086575,25751,0.0604492488,0.0602553,0.0011264265,0.001464925,0.0330578512,0.0994072339,0.0951920921,0.0437992928,0.0639568506,0.0123966942,rest_1,session_2,SWU_4,1.1239756278,1.1223075107,0.1299044121,0.0082987552,0.1725312333,,16,,,,1,,3.4375,3.4375,3.99,1,110,-99.2600250244,-52.7509727478,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.4375      -0.         -99.26002502],[  0.           0.           3.98999977 -52.75097275],0,2
2199,0.0007459091,0.00067,0.0003045363,0.00017,0.0950413223,0.1169634366,25752,0.0572650393,0.05730505,0.0005646981,0.00074015,0,0.0855979763,0.0813549133,0.0285760295,0.0369627584,0.020661157,rest_1,session_1,SWU_4,1.157304217,1.1626689799,0.0761946781,0,0.1136779297,,16,,,,1,,3.4375,3.4375,3.99,1,110.674682617,-81.9476394653,-66.964012146,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          110.67468262],[ -0.           3.43749976  -0.         -81.94763947],[  0.           0.           3.99000001 -66.96401215],0,2
2200,0.0010308264,0.00071,0.0010862891,0.0002975,0.1570247934,0.0577715555,25752,0.0527156186,0.0526528,0.0006460098,0.000833225,0.0123966942,0.0839834953,0.0749348915,0.0373319703,0.0517492854,0.0123966942,rest_1,session_2,SWU_4,1.1118020318,1.0833577653,0.1528143731,0.0165975104,0.1657047751,,16,,,,1,,3.4375,3.4375,3.99,1,108.65057373,-97.0207824707,-47.8093681335,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          108.65057373],[ -0.           3.4375      -0.         -97.02078247],[  0.           0.           3.99000001 -47.80936813],0,2
2201,0.0022519835,0.000745,0.0045729153,0.0004175,0.1694214876,0.0829547518,25753,0.0752497979,0.07517405,0.0011526596,0.0013519,0.0123966942,0.037766713,0.0323039578,0.0262470028,0.0250285862,0.041322314,rest_1,session_1,SWU_4,1.1354955784,1.1192617944,0.1333628831,0.0456431535,0.1273275937,,16,,,,1,,3.4375,3.4375,3.99,1,114.722900391,-95.7957305908,-56.4863891602,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          114.72290039],[ -0.           3.43749976  -0.         -95.79573059],[  0.           0.           3.98999977 -56.48638916],0,2
2202,0.003371281,0.00065,0.0066951016,0.0018225,0.1570247934,0.0311098326,25753,0.0693688182,0.06757305,0.0041370064,0.0034202,0.132231405,0.0412805413,0.0327989696,0.0484135234,0.0235569271,0.0495867769,rest_1,session_2,SWU_4,1.0788097708,1.0383466468,0.2543003372,0.0331950207,0.1182058052,,16,,,,1,,3.4375,3.4375,3.99,1,108.021469116,-97.0017547607,-35.4147338867,0,1,0,,,1,0,0,31,0,[  -3.43749976   -0.           -0.          108.02146912],[ -0.           3.4375      -0.         -97.00175476],[  0.           0.           3.99000025 -35.41473389],0,2
2203,0.001421281,0.00073,0.0047199006,0.000225,0.0661157025,0.0637980495,25754,0.0649829409,0.06463585,0.0017978205,0.002011225,0.0247933884,0.0619034998,0.0463370546,0.0752942301,0.0420065321,0.0495867769,rest_1,session_2,SWU_4,1.0489838246,0.9916932877,0.2759624767,0.0373443983,0.1250366412,,16,,,,1,,3.4375,3.4375,3.99,1,110.256599426,-90.8958358765,-26.0962677002,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          110.25659943],[ -0.           3.4375      -0.         -90.89583588],[  0.           0.           3.99000001 -26.0962677 ],0,2
2204,0.0010851653,0.000825,0.0007712024,0.00047,0.0826446281,0.0233554813,25754,0.0658124153,0.0654624,0.0014051457,0.001848475,0.0082644628,0.0681182521,0.0627939449,0.0367190158,0.0513636872,0.0165289256,rest_1,session_1,SWU_4,1.095213396,1.0828347717,0.1025004597,0.0165975104,0.1416206728,,16,,,,1,,3.4375,3.4375,3.99,1,111.106536865,-97.8339385986,-38.4281768799,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          111.10653687],[ -0.           3.43749976  -0.         -97.8339386 ],[  0.           0.           3.99000025 -38.42817688],0,2
2205,0.006630266,0.00095,0.0704001364,0.0011175,0.0957446809,0.8874431862,25755,0.0600720314,0.05427125,0.0687580394,0.001809975,0.1010638298,0.2568219719,0.0771471552,2.4984748602,0.0572234673,0.0053191489,rest_1,session_2,SWU_4,0.7309753943,0.6874804099,0.5273480415,0.0267379679,0.0942264955,,16,,,,1,,3.4375,3.4375,3.99,1,113.373474121,-94.6643218994,-35.0354614258,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          113.37347412],[ -0.          3.4375     -0.        -94.6643219],[  0.           0.           3.98999977 -35.03546143],0,2
2206,0.0014805372,0.00074,0.0018539349,0.00072,0.1404958678,0.0461485239,25755,0.0595824426,0.05890355,0.003395225,0.0036192,0.0785123967,0.110700316,0.0864958435,0.0973518049,0.0717428988,0.0909090909,rest_1,session_1,SWU_4,1.0820020975,1.0630629837,0.1634984186,0.0290456432,0.1904838873,,16,,,,1,,3.4375,3.4375,3.99,1,104.742454529,-92.2562789917,113.339157104,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          104.74245453],[ -0.           3.4375      -0.         -92.25627899],[   0.            0.            3.99000001  113.3391571 ],0,2
2207,0.0010600826,0.000835,0.0009289757,0.00026,0.1074380165,0.2308643507,25756,0.0864489409,0.08668935,0.0016634987,0.002715525,0,0.0775861239,0.0666973928,0.0424029082,0.0398021409,0.0702479339,rest_1,session_1,SWU_4,1.1813894565,1.1614451187,0.1691785208,0.0497925311,0.1742267145,,16,,,,1,,3.4375,3.4375,3.99,1,108.905021667,-91.2145690918,-40.8544197083,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          108.90502167],[ -0.           3.43750024  -0.         -91.21456909],[  0.           0.           3.99000025 -40.85441971],0,2
2208,0.0009486777,0.00079,0.0005234271,0.00031,0.1033057851,0.23159074,25756,0.0882899062,0.0880938,0.0017866844,0.002891475,0,0.0695512788,0.0682686547,0.0277522086,0.0430812427,0,rest_1,session_2,SWU_4,1.1781298415,1.1663316895,0.1444056214,0.0248962656,0.176896377,,16,,,,1,,3.4375,3.4375,3.99,1,109.325317383,-101.623260498,-39.6273803711,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          109.32531738],[  -0.           3.4375      -0.        -101.6232605],[  0.           0.           3.99000001 -39.62738037],0,2
2209,0.0014516942,0.00066,0.0016754173,0.0010875,0.1280991736,0.0304812222,25757,0.0558612306,0.0550235,0.0029021625,0.0045372,0,0.0393484854,0.0371621856,0.0173473996,0.025904433,0.0082644628,rest_1,session_1,SWU_4,1.1008200845,1.1024473421,0.0556126518,0.020746888,0.0693071516,,16,,,,1,,3.4375,3.4375,3.99,1,110.128768921,-91.7191162109,-26.0787639618,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          110.12876892],[ -0.           3.4375      -0.         -91.71911621],[  0.           0.           3.99000025 -26.07876396],0,2
2210,0.0012689669,0.00067,0.0016495382,0.00042,0.1776859504,0.0776354685,25757,0.0490649839,0.0484327,0.0021414427,0.002525425,0.0578512397,0.0312444082,0.0294691523,0.0133057419,0.0165984632,0.020661157,rest_1,session_2,SWU_4,1.0937328073,1.0885835424,0.0744047361,0.0165975104,0.0855112397,,16,,,,1,,3.4375,3.4375,3.99,1,111.809738159,-96.4511260986,-37.9821014404,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          111.80973816],[ -0.           3.43750024  -0.         -96.4511261 ],[  0.           0.           3.99000001 -37.98210144],0,2
2211,0.0010181818,0.00077,0.0006870057,0.0004775,0.0909090909,0.0535134457,25758,0.0827218194,0.08233535,0.0013980325,0.001836025,0.0082644628,0.0800951631,0.0841663655,0.0359706266,0.0522884532,0,rest_1,session_2,SWU_4,1.2397621218,1.2345393818,0.0845277541,0.0165975104,0.1053403264,,16,,,,1,,3.4375,3.4375,3.99,1,108.65057373,-101.60332489,-24.9215240479,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          108.65057373],[  -0.            3.4375       -0.         -101.60332489],[  0.           0.           3.99000001 -24.92152405],0,2
2212,0.0013434298,0.00083,0.001445171,0.00064,0.1074380165,0.0378152317,25758,0.0756297793,0.0753951,0.0026553954,0.003718425,0.0123966942,0.0908279057,0.090714387,0.0419067763,0.0652396415,0,rest_1,session_1,SWU_4,1.153858906,1.1598269091,0.0997764922,0.020746888,0.1175664198,,16,,,,1,,3.4375,3.4375,3.99,1,110,-86.8450317383,-62.448638916,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.43749976  -0.         -86.84503174],[  0.           0.           3.99000001 -62.44863892],0,2
2213,0.0034427273,0.00079,0.0080257019,0.000735,0.1487603306,0.0554685946,25759,0.0582000017,0.05685305,0.0038007994,0.00242305,0.0991735537,0.0432702037,0.0369359867,0.0258625343,0.034501728,0.0165289256,rest_1,session_2,SWU_4,1.1505151061,1.1422210113,0.0750345749,0.0497925311,0.0853067469,,16,,,,1,,3.4375,3.4375,3.99,1,111.34942627,-98.4901733398,-40.9671363831,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          111.34942627],[ -0.           3.43749976  -0.         -98.49017334],[  0.           0.           3.99000025 -40.96713638],0,2
2214,0.0011455785,0.000775,0.0013187779,0.0002975,0.132231405,0.0820542284,25759,0.063792064,0.0633702,0.0014051837,0.00163075,0.0537190083,0.0315022231,0.0224201264,0.0303062924,0.0213835081,0.0826446281,rest_1,session_1,SWU_4,1.0459844906,1.0272668679,0.1183227866,0.0414937759,0.1383360044,,16,,,,1,,3.4375,3.4375,3.99,1,108.572319031,-97.2268753052,-33.576423645,0,1,0,,,1,0,0,31,0,[  -3.43750024   -0.           -0.          108.57231903],[ -0.           3.4375      -0.         -97.22687531],[  0.           0.           3.99000001 -33.57642365],0,2
2215,0.0070320661,0.000885,0.0145518905,0.002455,0.1694214876,0.0301853999,25760,0.0925252851,0.09013835,0.0063197812,0.005135525,0.132231405,0.1307895324,0.1018197743,0.1297625072,0.0790547861,0.0578512397,rest_1,session_1,SWU_4,1.0958765037,0.9770816613,0.4169905497,0.1037344398,0.1883873091,,16,,,,1,,3.4375,3.4375,3.99,1,116.747009277,-93.0970916748,-68.5497055054,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          116.74700928],[ -0.           3.43750024  -0.         -93.09709167],[  0.           0.           3.99000025 -68.54970551],0,2
2216,0.002185,0.00095,0.002667223,0.0015175,0.1611570248,0.0319937219,25760,0.0946076719,0.0944278,0.0038284087,0.00565525,0,0.0929244513,0.0776601503,0.0975392257,0.0491923967,0.0454545455,rest_1,session_2,SWU_4,0.9231131721,0.8657246764,0.2744779233,0.0912863071,0.0843401578,,16,,,,1,,3.4375,3.4375,3.99,1,115.397583008,-92.3088150024,-48.4766235352,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          115.39758301],[ -0.           3.43749976  -0.         -92.308815  ],[  0.           0.           3.99000001 -48.47662354],0,2
2217,0.001368719,0.00079,0.0020437845,0.00048,0.1487603306,0.0502857311,25761,0.069099938,0.06875935,0.0015265732,0.0018898,0.020661157,0.0635162738,0.0522061183,0.0538985433,0.0306295615,0.0661157025,rest_1,session_1,SWU_4,1.1050823422,1.0462208216,0.2487337153,0.0705394191,0.1305251777,,16,,,,1,,3.4375,3.4375,3.99,1,110,-87.9807510376,-62.3974647522,0,1,0,,,1,0,0,31,0,[  -3.4375   -0.       -0.      110.    ],[ -0.           3.43749976  -0.         -87.98075104],[  0.           0.           3.99000001 -62.39746475],0,2
2218,0.0015915702,0.000725,0.0024403443,0.0002825,0.173553719,0.0344447792,25761,0.0636872434,0.06318765,0.0013050219,0.00171175,0.0247933884,0.0750122192,0.0718529553,0.0396508834,0.0572280253,0.0123966942,rest_1,session_2,SWU_4,1.2180584874,1.214482407,0.0977847436,0.0290456432,0.1168166382,,16,,,,1,,3.4375,3.4375,3.99,1,109.036323547,-93.0271682739,-35.6365470886,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          109.03632355],[ -0.           3.43749976  -0.         -93.02716827],[  0.           0.           3.98999977 -35.63654709],0,2
2219,0.0014476033,0.000755,0.0025157018,0.0006225,0.1198347107,0.0885585885,25762,0.0458855777,0.0454852,0.0011797048,0.0013464,0.0578512397,0.0662005672,0.0428450818,0.0725309858,0.039934295,0.1074380165,rest_1,session_2,SWU_4,1.174515662,1.0911231813,0.2726065434,0.0829875519,0.1840857544,,16,,,,1,,3.4375,3.4375,3.99,1,115.397583008,-92.3937988281,-40.2546386719,0,1,0,,,1,0,0,31,0,[  -3.4375       -0.           -0.          115.39758301],[ -0.           3.4375      -0.         -92.39379883],[  0.           0.           3.99000001 -40.25463867],0,2
