,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
1980,13.2249458648,0.351431986,0.3826350397,461.0148531793,3.4663,3.37543,3.46413,3.56184,25921,0.0893467443,24.4526921807,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,96.3454437256,-111.983200073,-100.559326172,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          96.34544373],[  -0.            1.           -0.         -111.98320007],[   0.            0.            1.         -100.55932617],0,0
1988,13.6085617636,0.3540058132,0.3827425118,513.5348249194,3.6106773268,3.0276164437,4.10853,3.78424,25921,0.0972716501,24.2123043731,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,92.5905914307,-100.559326172,-103.271179199,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          92.59059143],[  -0.            1.           -0.         -100.55932617],[   0.           0.           1.        -103.2711792],0,0
1922,13.5233054157,0.3402652377,0.3849767114,710.9110773929,3.3694532555,2.8324961492,3.83162,3.52473,25922,0.0657935607,26.2383850103,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,83.099067688,-110.728820801,-118.186447144,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          83.09906769],[  -0.           1.          -0.        -110.7288208],[   0.            0.            1.         -118.18644714],0,0
2034,12.9644061571,0.3550710902,0.3829827975,586.2245690645,3.22752,3.155,3.23968,3.2893,25922,0.0886353946,24.6387801973,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,72.1671066284,-113.566566467,-118.338249207,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          72.16710663],[  -0.            1.           -0.         -113.56656647],[   0.            0.            1.         -118.33824921],0,0
1972,12.2846441745,0.3184079678,0.3830033285,522.2743971755,3.4960940743,2.941300657,3.96453,3.66453,25923,0.090188422,25.1956964713,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,81.0651702881,-115.474578857,-103.949157715,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          81.06517029],[  -0.            1.           -0.         -115.47457886],[   0.            0.            1.         -103.94915771],0,0
2016,12.9750577034,0.3542118513,0.3788912239,512.0846114544,3.23185,3.15246,3.25014,3.2946,25923,0.1022027593,24.9503048578,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,88.6958694458,-105.203536987,-108.613464355,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.69586945],[  -0.            1.           -0.         -105.20353699],[   0.            0.            1.         -108.61346436],0,0
1925,11.3915776796,0.3325919189,0.413094489,655.6985539264,3.5518444053,2.9590901301,4.0796,3.71181,25924,0.0957362627,21.5731317111,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,94.0770492554,-111.799446106,-123.141975403,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          94.07704926],[  -0.            1.           -0.         -111.79944611],[   0.           0.           1.        -123.1419754],0,0
2007,11.2291053418,0.3463367753,0.4149222949,542.0971304657,3.35179,3.24337,3.41161,3.40309,25924,0.1245427924,21.173647087,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,87.5318908691,-90.9662475586,-115.474578857,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          87.53189087],[ -0.           1.          -0.         -90.96624756],[   0.            0.            1.         -115.47457886],0,0
1971,12.4865955252,0.3259032562,0.3835741134,620.9462201113,3.4737612064,2.9547593032,3.87103,3.6648,25925,0.0785726251,24.4302961453,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,77.92578125,-107.338989258,-116.936431885,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          77.92578125],[  -0.            1.           -0.         -107.33898926],[   0.            0.            1.         -116.93643188],0,0
2021,12.059361925,0.3489715686,0.3841241418,466.6302728223,3.38765,3.33035,3.36675,3.46732,25925,0.0924098981,22.7824217338,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,76.0064620972,-110.62727356,-116.152542114,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         76.0064621],[  -0.            1.           -0.         -110.62727356],[   0.            0.            1.         -116.15254211],0,0
1961,12.0954147909,0.3332184684,0.4169864774,679.882533551,3.6787485278,3.1403605195,4.28999,3.69543,25926,0.1444951039,23.3428188938,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,88.210647583,-103.271179199,-121.508842468,0,1,0,,,1,0,0,0,0,[ -1.33000016  -0.          -0.          88.21064758],[  -0.           1.          -0.        -103.2711792],[   0.            0.            1.         -121.50884247],0,0
1989,11.6215751101,0.335837397,0.4162294015,385.4376011205,3.55091,3.47857,3.66538,3.51156,25926,0.0966629082,22.743354656,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,84.820022583,-100.457778931,-92.4237213135,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          84.82002258],[  -0.            1.           -0.         -100.45777893],[  0.           0.           1.         -92.42372131],0,0
1992,12.3823261921,0.3297314248,0.4171097795,747.6817397037,3.4857551204,2.9996765949,3.9915,3.53737,25927,0.0667946734,24.0214852837,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,84.4550018311,-104.627120972,-120.898300171,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          84.45500183],[  -0.            1.           -0.         -104.62712097],[   0.            0.            1.         -120.89830017],0,0
2000,12.688951233,0.3695166869,0.4145830958,658.9335055968,3.23593,3.22379,3.25818,3.22594,25927,0.0776060099,22.6958425215,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,90.9217147827,-104.52557373,-127,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.92171478],[  -0.            1.           -0.         -104.52557373],[   0.    0.    1. -127.],0,0
1982,12.7402960634,0.3797974618,0.4253986699,495.9276263859,3.30001,3.23666,3.31253,3.35189,25928,0.1119265217,22.3976831305,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,82.1081619263,-99.101852417,-109.372879028,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          82.10816193],[ -0.           1.          -0.         -99.10185242],[   0.            0.            1.         -109.37287903],0,0
1985,12.7361457739,0.3298407114,0.4277554218,576.8227073783,3.5031867603,2.9383382511,4.01216,3.64679,25928,0.1073289753,24.6074899984,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,86.612197876,-104.627120972,-99.5076141357,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          86.61219788],[  -0.            1.           -0.         -104.62712097],[  0.           0.           1.         -99.50761414],0,0
1919,13.6075946343,0.3452794692,0.4088950279,576.3171972518,3.7231232767,3.1707138992,4.28928,3.79473,25929,0.1102805231,24.0591676289,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,82.2299499512,-108.016952515,-103.120666504,0,1,0,,,1,0,0,0,0,[ -1.33000016  -0.          -0.          82.22994995],[  -0.            1.           -0.         -108.01695251],[   0.           0.           1.        -103.1206665],0,0
1937,11.89710452,0.3361307251,0.4090113678,476.9690719492,3.43279,3.3923802022,3.43049,3.47603,25929,0.0944767224,22.2848722361,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,75.1494598389,-107.192382812,-107.109718323,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          75.14945984],[  -0.            1.           -0.         -107.19238281],[   0.            0.            1.         -107.10971832],0,0
1954,13.1798563495,0.3909058622,0.4050939404,705.911347811,3.3530309593,2.8563984041,3.82508,3.45025,25930,0.1609328858,22.949193299,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,80.3872070312,-114.118637085,-133.779663086,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          80.38720703],[  -0.            1.           -0.         -114.11863708],[   0.            0.            1.         -133.77966309],0,0
2015,12.5620282698,0.3800933652,0.407562159,556.6467026032,3.1589,3.12487,3.15693,3.19529,25930,0.1281416558,22.9640415361,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,88.209854126,-111.305236816,-127,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.20985413],[  -0.            1.           -0.         -111.30523682],[   0.    0.    1. -127.],0,0
1994,19.2062284465,0.4407520935,0.42891683,981.1930297928,3.3264333866,2.9173608081,3.69988,3.4100202033,25931,0.0757402253,29.5360086565,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,84.8459320068,-116.830505371,-121.927825928,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          84.84593201],[  -0.            1.           -0.         -116.83050537],[   0.            0.            0.99999994 -121.92782593],0,0
1997,14.7910066686,0.3943276291,0.4278636369,717.0265301719,3.1414301872,3.154800188,3.08215,3.18828019,25931,0.107811949,25.4447323027,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,99.6555328369,-105.881500244,-116.841384888,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          99.65553284],[  -0.            1.           -0.         -105.88150024],[   0.            0.            0.99999994 -116.84138489],0,0
1970,11.9856318361,0.3716357566,0.5542344504,699.8392532235,3.1781235026,2.5671954059,3.5028,3.56975,25932,0.1605944586,20.30505193,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,88.5227966309,-103.949157715,-141.915252686,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          88.52279663],[  -0.            1.           -0.         -103.94915771],[   0.            0.            1.         -141.91525269],0,0
1978,13.9058727056,0.4004706145,0.4083098754,600.1430613354,3.26229,3.16583,3.24848,3.37598,25932,0.0526169175,22.2339427966,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,88.6526412964,-109.949310303,-120.59210968,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         88.6526413],[  -0.           1.          -0.        -109.9493103],[   0.            0.            1.         -120.59210968],0,0
1976,13.8103804454,0.3774928751,0.3904536496,773.4856854458,3.6402392785,3.1083006516,4.10715,3.77857,25933,0.1105728926,22.7010483315,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,84.4550018311,-116.830505371,-133.779663086,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          84.45500183],[  -0.            1.           -0.         -116.83050537],[   0.            0.            1.         -133.77966309],0,0
1993,10.8987163895,0.3741708466,0.4050493413,450.0804921292,3.46527,3.38117,3.37531,3.64613,25933,0.1351157012,18.7576070931,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,77.3623962402,-111.305236816,-133.10168457,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          77.36239624],[  -0.            1.           -0.         -111.30523682],[   0.            0.            1.         -133.10168457],0,0
1932,12.8863970717,0.349348072,0.4298580287,423.1651734012,3.758314315,3.1773683185,4.29865,3.8867002317,25934,0.0901433993,22.8259833662,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,77.9002380371,-118.186447144,-86.4952468872,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          77.90023804],[  -0.            1.           -0.         -118.18644714],[  0.           0.           0.99999994 -86.49524689],0,0
2046,10.9615268086,0.3549393496,0.4291407174,428.5637211075,3.37871,3.32862,3.34287,3.46631,25934,0.1105951622,19.8942237725,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,88.209854126,-106.559463501,-112.084747314,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.20985413],[  -0.           1.          -0.        -106.5594635],[   0.            0.            1.         -112.08474731],0,0
2003,11.8481827784,0.3164661058,0.4204407118,783.7652744324,3.7111843255,3.1574284695,4.24361,3.81476,25935,0.1249146457,23.7513115444,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,72.2516098022,-105.983047485,-124.288131714,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          72.2516098 ],[  -0.            1.           -0.         -105.98304749],[   0.            0.            1.         -124.28813171],0,0
2013,11.3141458441,0.3272434674,0.4196952021,530.6449413535,3.55165,3.48855,3.58252,3.58473,25935,0.1094929724,22.4932706467,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,90.2437515259,-100.457778931,-110.728820801,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.24375153],[  -0.            1.           -0.         -100.45777893],[   0.           0.           1.        -110.7288208],0,0
1957,11.6027356561,0.3012156132,0.4294802548,1133.6639480723,3.5606011446,3.0004735874,4.06401,3.70189,25936,0.1045033076,23.661059624,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,81.0651702881,-110.050842285,-146.661010742,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          81.06517029],[  -0.            1.           -0.         -110.05084229],[   0.            0.            1.         -146.66101074],0,0
2026,12.6039954093,0.3687077187,0.4291164207,617.9022914046,3.34542,3.23788,3.35217,3.44957,25936,0.1057024086,22.3725309399,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,76.6844329834,-100.457778931,-115.474578857,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          76.68443298],[  -0.            1.           -0.         -100.45777893],[   0.            0.            1.         -115.47457886],0,0
2044,11.8914375487,0.3615764867,0.4221180477,471.8867188688,3.10974,3.02599,3.1074701852,3.19815,25937,0.1100121766,21.5145934557,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,78.8474197388,-118.340049744,-108.551177979,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          78.84741974],[  -0.            0.99999994   -0.         -118.34004974],[   0.            0.            1.         -108.55117798],0,0
2056,12.3447333349,0.337617498,0.4205060217,785.9660435309,3.4158194172,2.8857442678,3.88418,3.55571,25937,0.1257147148,22.8962066788,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,94.62449646,-107.338989258,-130.389831543,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          94.62449646],[  -0.            1.           -0.         -107.33898926],[   0.            0.            1.         -130.38983154],0,0
1952,14.426046861,0.3803566562,0.4179860913,589.8100526815,3.4086630789,2.9106918963,3.83021,3.5524902117,25938,0.0814014869,25.0749975555,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,93.3200759888,-111.406784058,-100.183372498,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          93.32007599],[  -0.            1.           -0.         -111.40678406],[   0.            0.            0.99999994 -100.1833725 ],0,0
2035,12.665830143,0.3687973889,0.4131438603,471.3794994578,3.1738,3.14869,3.13357,3.24016,25938,0.1106654389,23.0425825836,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,86.0083389282,-100.457778931,-100.925926208,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.00833893],[  -0.            1.           -0.         -100.45777893],[   0.            0.            1.         -100.92592621],0,0
1960,14.1226922012,0.371587125,0.3900505385,775.2225264264,3.6361564375,3.1078570426,4.15627,3.72188,25939,0.0977294652,23.6281871395,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,85.8109359741,-118.186447144,-133.10168457,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          85.81093597],[  -0.            1.           -0.         -118.18644714],[   0.            0.            1.         -133.10168457],0,0
1998,9.0864789047,0.3362743171,0.4049232955,305.5248035343,3.56497,3.50103,3.56571,3.62933,25939,0.1508329329,16.8230026973,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,84.1420593262,-100.457778931,-121.576278687,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          84.14205933],[  -0.            1.           -0.         -100.45777893],[   0.            0.            1.         -121.57627869],0,0
1995,14.7967429282,0.3615375178,0.4296271175,986.9673304823,3.3676800839,2.8390299836,3.83782,3.5054,25940,0.0805939521,25.6373352025,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,87.1668624878,-117.508468628,-127.677963257,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          87.16686249],[  -0.            1.           -0.         -117.50846863],[   0.            0.            1.         -127.67796326],0,0
2057,12.8154940672,0.3583037103,0.4246086553,604.0258412738,3.15075,3.08944,3.14228,3.22192,25940,0.0790652665,22.2072254487,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,84.5301055908,-100.788490295,-108.694915771,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          84.53010559],[  -0.           1.          -0.        -100.7884903],[   0.            0.            1.         -108.69491577],0,0
1938,13.386340624,0.3244311539,0.4011582569,493.8517563719,3.5809062317,2.9626239646,4.15096,3.73382,25941,0.0939660831,26.1470605006,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,82.4211044312,-116.830505371,-89.0338897705,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          82.42110443],[  -0.            1.           -0.         -116.83050537],[  0.           0.           1.         -89.03388977],0,0
1996,12.0419184541,0.3234936992,0.4002273102,460.9702954282,3.42085,3.27609,3.51092,3.48037,25941,0.1015918876,24.2319159342,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,86.1759567261,-103.169647217,-98.5254211426,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.17595673],[  -0.            1.           -0.         -103.16964722],[  0.           0.           1.         -98.52542114],0,0
1969,13.9993759514,0.3887031242,0.4163106637,427.2800568529,3.6560977971,3.0066615571,4.09524,3.96908,25942,0.0986577965,23.4543076653,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,79.709236145,-116.830505371,-84.2881317139,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          79.70923615],[  -0.            1.           -0.         -116.83050537],[  0.           0.           1.         -84.28813171],0,0
2036,11.2480363649,0.3601416955,0.4145320974,403.6134264247,3.50477,3.33482,3.44176,3.75082,25942,0.1241779606,20.404886833,anat_1,session_2,BNU_2,,32,,,,1,,1,1,1,1,88.1828460693,-90.9662475586,-102.82673645,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.18284607],[ -0.           1.          -0.         -90.96624756],[   0.            0.            1.         -102.82673645],0,0
1999,13.1137748378,0.3469119625,0.3881023659,698.9915195352,3.1111248989,2.6253232236,3.52959,3.2497,25943,0.0682371967,25.7231194808,anat_1,session_1,BNU_2,,32,,,,1,,1.33,1,1,1,76.4766921997,-115.474578857,-119.933738708,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          76.4766922 ],[  -0.            1.           -0.         -115.47457886],[   0.            0.            1.         -119.93373871],0,0
