,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
1848,13.8986046322,0.3527158448,0.3663060713,554.3114121545,3.7075652369,3.1664811008,4.17509,3.855,25885,0.1149209794,24.9032012785,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,92.3834762573,-108.144882202,-108.966514587,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          92.38347626],[  -0.           1.          -0.        -108.1448822],[   0.            0.            1.         -108.96651459],0,0
1864,14.0133303882,0.3672180129,0.3660471291,691.5762969486,3.6328101446,3.1106314786,4.09916,3.75997,25885,0.0911135022,24.4731919092,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,95.0950012207,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.09500122],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
1846,11.70392881,0.2867858645,0.3783183623,676.5816699837,3.2655996099,2.7458492893,3.69846,3.4292,25886,0.0903169451,26.5149410141,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,85.0047912598,-112.460075378,-113.287940979,0,1,0,,,1,0,0,0,0,[ -1.33000016  -0.          -0.          85.00479126],[  -0.            1.           -0.         -112.46007538],[   0.            0.            1.         -113.28794098],0,0
1920,12.0843725075,0.3004846456,0.3773485066,672.0988559309,3.2639450038,2.7377517914,3.68078,3.4506,25886,0.0821497496,26.235046833,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,74.0044708252,-109.057937622,-114.260658264,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          74.00447083],[  -0.            1.           -0.         -109.05793762],[   0.            0.            1.         -114.26065826],0,0
1801,14.6747675355,0.3702728895,0.3855037816,594.5424504351,3.3590051833,2.8938269743,3.83964,3.41091,25887,0.0813623808,25.6413473793,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,95.0950012207,-107.433731079,-103.385543823,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.09500122],[  -0.            1.           -0.         -107.43373108],[   0.            0.            1.         -103.38554382],0,0
1867,14.7236260559,0.3856066876,0.3882152128,728.5019690253,3.3959780827,2.9317292287,3.85752,3.46307,25887,0.0707251237,24.8406986228,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,91.7215042114,-103.385543823,-121.602416992,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          91.72150421],[  -0.            1.           -0.         -103.38554382],[   0.            0.            1.         -121.60241699],0,0
1805,13.554072987,0.3511415622,0.3866261285,718.8690618542,3.4357425905,2.982511182,3.9531302356,3.43985,25888,0.1347196144,25.1921445636,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,84.1889724731,-116.75605011,-122.951812744,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          84.18897247],[  -0.            0.99999994   -0.         -116.75605011],[   0.            0.            1.         -122.95181274],0,0
1884,13.5120758652,0.3510853957,0.3898025156,694.9621579776,3.3855754764,2.9263984018,3.88668,3.4118202034,25888,0.0936298067,25.3420685598,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,97.2732009888,-112.831329346,-118.258918762,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          97.27320099],[  -0.            1.           -0.         -112.83132935],[   0.            0.            0.99999994 -118.25891876],0,0
1899,13.2036065035,0.3461974099,0.3694147636,707.5616366841,3.3664070377,2.8461352465,3.83203,3.49796,25889,0.0844184297,24.9134953906,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,107.914276123,-104.734939575,-127,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          107.91427612],[  -0.            1.           -0.         -104.73493958],[   0.    0.    1. -127.],0,0
1910,14.1992100829,0.3700239022,0.3676745341,682.4448552417,3.2949709587,2.7778573022,3.7654702244,3.41999,25889,0.0741583651,25.6130626382,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,80.2391891479,-124.902038574,-125.644683838,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          80.23918915],[  -0.            0.99999994   -0.         -124.90203857],[   0.            0.            1.         -125.64468384],0,0
1895,15.4293010779,0.3653419736,0.3703382227,573.3899092168,3.8097631554,3.2573980992,4.3786,3.87692,25890,0.0878843306,26.7036305591,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,92.3921890259,-104.060241699,-104.557525635,0,1,0,,,1,0,0,0,0,[ -1.33000016  -0.          -0.          92.39218903],[  -0.           1.          -0.        -104.0602417],[   0.            0.            1.         -104.55752563],0,0
1902,14.0792123784,0.3493203393,0.3719727534,636.5582696087,3.8631587639,3.2825189853,4.46158,3.93669,25890,0.0762147984,25.5734594744,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,106.195137024,-108.122634888,-119.381866455,0,1,0,,,1,0,0,0,0,[  -1.32999992   -0.           -0.          106.19513702],[  -0.            1.           -0.         -108.12263489],[   0.            0.            1.         -119.38186646],0,0
1903,15.0475618947,0.3565172064,0.3569035111,805.2177118621,3.3528127228,2.8098344958,3.8416,3.49168,25891,0.0766449495,27.611279059,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,107.155151367,-109.312759399,-128.499710083,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          107.15515137],[  -0.           1.          -0.        -109.3127594],[   0.            0.            1.         -128.49971008],0,0
1916,14.9354991309,0.3483090366,0.3588761196,633.3171166762,3.3789738225,2.8182856233,3.8525902296,3.55316,25891,0.0568977407,27.7807160523,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,109.203712463,-105.414352417,-110.132522583,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          109.20371246],[  -0.            0.99999994   -0.         -105.41435242],[   0.            0.            1.         -110.13252258],0,0
1908,14.9055559674,0.3586141714,0.3508149839,734.3903803362,3.4411257574,2.9353532887,3.85797,3.5981802145,25892,0.0669485032,28.2005333667,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,95.3873748779,-109.351837158,-119.291259766,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.38737488],[  -0.            1.           -0.         -109.35183716],[   0.            0.            0.99999994 -119.29125977],0,0
1933,14.4640658038,0.3426103395,0.3503266713,716.1732556405,3.4626675179,2.9421803562,3.90433,3.61423,25892,0.0694792532,28.187099288,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,106.961334229,-106.934143066,-116.879516602,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          106.96133423],[  -0.            1.           -0.         -106.93414307],[   0.           0.           1.        -116.8795166],0,0
1909,12.2387206864,0.3187568103,0.4015120409,598.8068323803,3.8565934827,3.2518044064,4.4266,3.98491,25893,0.0903756903,24.1902084656,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,65.8199157715,-119.701583862,-111.097633362,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          65.81991577],[  -0.            1.           -0.         -119.70158386],[   0.            0.            1.         -111.09763336],0,0
1990,12.7090743346,0.3253929554,0.4009813301,587.2186680198,3.8775987453,3.2575111731,4.44023,4.03085,25893,0.0916802648,24.7337317498,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,96.4443969727,-105.409637451,-105.409637451,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          96.44439697],[  -0.            1.           -0.         -105.40963745],[   0.            0.            1.         -105.40963745],0,0
1911,14.8095446492,0.3736854451,0.3654547804,771.7260195493,3.4543927175,2.8899096812,3.9177,3.64081,25894,0.0911339817,25.8698653936,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,54.6829032898,-140.699478149,-129.948074341,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          54.68290329],[  -0.            1.           -0.         -140.69947815],[   0.            0.            1.         -129.94807434],0,0
1928,14.6946335795,0.3493847944,0.3680291199,578.8552975144,3.4936480069,2.9076916355,3.95356,3.70939,25894,0.063426775,27.0847414503,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,100.277801514,-126.034881592,-100.686752319,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          100.27780151],[  -0.            1.           -0.         -126.03488159],[   0.            0.            1.         -100.68675232],0,0
1936,13.0914299738,0.3649407846,0.3841674243,667.5441611547,3.3223414523,2.7397893853,3.87174,3.45708,25895,0.0951717895,25.1020379058,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,94.041809082,-116.89176178,-120.237983704,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          94.04180908],[  -0.            1.           -0.         -116.89176178],[   0.           0.           1.        -120.2379837],0,0
1968,12.7486220995,0.3496643403,0.3849787714,685.6137880044,3.3135752606,2.7474507929,3.85646,3.43378,25895,0.0869970834,25.2134339766,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,113.394142151,-98.9667510986,-115.53012085,0,1,0,,,1,0,0,0,0,[  -1.33000016   -0.           -0.          113.39414215],[ -0.          1.         -0.        -98.9667511],[   0.            0.            1.         -115.53012085],0,0
1924,14.7933486107,0.3502522267,0.3648726849,759.810097503,3.4565387097,2.9364811083,3.93513,3.57385,25896,0.0832202736,27.819577144,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,101.563743591,-111.657043457,-122.277114868,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          101.56374359],[  -0.            1.           -0.         -111.65704346],[   0.            0.            1.         -122.27711487],0,0
1945,14.590047845,0.3595350787,0.3612235828,713.0813602173,3.4139916866,2.9183307329,3.87498,3.51872,25896,0.0935718499,26.7204652551,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,85.7944488525,-111.481933594,-121.553222656,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          85.79444885],[  -0.            1.           -0.         -111.48193359],[   0.            0.            1.         -121.55322266],0,0
1914,15.175110684,0.3513464389,0.3411280266,641.211674952,3.3703352946,2.8259397584,3.77048,3.59302,25897,0.0650198626,29.1523955717,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,110.910316467,-102.840393066,-109.457824707,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          110.91031647],[  -0.            1.           -0.         -102.84039307],[   0.            0.            1.         -109.45782471],0,0
1956,14.8472534404,0.3665341065,0.3426068595,624.727227933,3.4073900327,2.8586693369,3.80741,3.63474,25897,0.0758047257,27.5820532237,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,91.291557312,-122.467956543,-118.008255005,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          91.29155731],[  -0.            1.           -0.         -122.46795654],[   0.          0.          1.       -118.008255],0,0
1935,14.0644994558,0.3456034008,0.3652634141,645.6598667801,3.6543064392,3.0707595746,4.2160002513,3.7693602247,25898,0.0878508977,25.9462368376,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,90.4081726074,-116.970695496,-114.79499054,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          90.40817261],[  -0.            0.99999994   -0.         -116.9706955 ],[   0.            0.            0.99999994 -114.79499054],0,0
1940,14.335442545,0.3528717012,0.3662336656,557.1922427621,3.6355199144,3.0431803529,4.17756,3.77963,25898,0.0896922925,25.9638666484,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,102.516685486,-104.734939575,-103.385543823,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          102.51668549],[  -0.            1.           -0.         -104.73493958],[   0.            0.            1.         -103.38554382],0,0
1931,14.8021993711,0.3687247642,0.3857101119,759.8053298605,3.784893291,3.2385860714,4.33977,3.85779,25899,0.0826063764,25.3219477372,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,106.971229553,-98.1859130859,-117.33354187,0,1,0,,,1,0,0,0,0,[  -1.33000016   -0.           -0.          106.97122955],[ -0.           1.          -0.         -98.18591309],[   0.            0.            1.         -117.33354187],0,0
1963,14.4821255428,0.3605393023,0.3850750879,644.3664944918,3.8086360132,3.2583758347,4.38264,3.86875,25899,0.0912948074,25.0087774075,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,86.7889785767,-109.364738464,-109.457824707,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          86.78897858],[  -0.            1.           -0.         -109.36473846],[   0.            0.            1.         -109.45782471],0,0
1946,15.8096018099,0.337139189,0.3473822278,528.6510884673,3.282067726,2.8443833669,3.63914,3.41552,25900,0.0520044726,31.5364854523,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,94.3837661743,-112.460365295,-89.3919754028,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          94.38376617],[  -0.           1.          -0.        -112.4603653],[  0.          0.          1.        -89.3919754],0,0
1950,15.0188632742,0.3393777639,0.3471336575,632.7480731786,3.2602986357,2.835390886,3.61632,3.37981,25900,0.0604827372,29.5461359256,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,101.597236633,-109.972541809,-107.433731079,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          101.59723663],[  -0.            1.           -0.         -109.97254181],[   0.            0.            1.         -107.43373108],0,0
1907,15.143199899,0.3247139967,0.3357338256,662.3233149355,3.6853774605,3.1198943565,4.20922,3.81158,25901,0.0617361407,29.4369598315,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,101.389945984,-106.480133057,-110.478118896,0,1,0,,,1,0,0,0,0,[  -1.33000016   -0.           -0.          101.38994598],[  -0.            1.           -0.         -106.48013306],[   0.           0.           1.        -110.4781189],0,0
1930,14.7448772242,0.304980836,0.3364897897,624.6649135952,3.6826404115,3.1199695445,4.19026,3.8202,25901,0.0571895078,30.2057940552,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,106.23147583,-112.675552368,-104.712295532,0,1,0,,,1,0,0,0,0,[  -1.33000016   -0.           -0.          106.23147583],[  -0.            1.           -0.         -112.67555237],[   0.            0.            1.         -104.71229553],0,0
1927,14.1966723197,0.3449427729,0.3639801438,663.7983899008,3.4339785122,2.8391051715,3.95216,3.60892,25902,0.0832487798,27.2506700041,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,89.6974105835,-113.506027222,-111.481933594,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          89.69741058],[  -0.            1.           -0.         -113.50602722],[   0.            0.            1.         -111.48193359],0,0
2004,13.9405896747,0.3403370714,0.3631443712,677.0120945412,3.4135552136,2.8371728408,3.93335,3.5643,25902,0.0784721342,26.7879801543,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,90.403213501,-110.522964478,-114.494873047,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          90.4032135 ],[  -0.            1.           -0.         -110.52296448],[   0.            0.            1.         -114.49487305],0,0
1918,14.0607123522,0.333248795,0.3722932543,599.0138974367,3.5733952591,3.1084435087,4.053,3.62179,25903,0.0898060103,26.5356022918,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,103.973487854,-104.547149658,-105.90612793,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          103.97348785],[  -0.            1.           -0.         -104.54714966],[   0.            0.            1.         -105.90612793],0,0
1944,14.4247997372,0.3476178237,0.3726098361,587.1196847014,3.6360291328,3.1437292219,4.11813,3.71312,25903,0.0921171509,26.4114853029,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,85.8892364502,-112.206436157,-106.4686203,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          85.88923645],[  -0.            1.           -0.         -112.20643616],[   0.           0.           1.        -106.4686203],0,0
1958,14.716763514,0.3658782656,0.3805444895,793.6798015546,3.6109410292,3.0250750904,4.0726002427,3.82167,25904,0.091711078,26.3686019329,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,89.7894744873,-104.433448792,-120.557098389,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          89.78947449],[  -0.            0.99999994   -0.         -104.43344879],[   0.            0.            1.         -120.55709839],0,0
1967,14.7356856579,0.3645859676,0.3787148317,747.5189980186,3.5883444589,3.0166841132,4.03744,3.79355,25904,0.0840836003,26.2893705712,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,86.783821106,-106.084335327,-117.938491821,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          86.78382111],[  -0.            1.           -0.         -106.08433533],[   0.            0.            1.         -117.93849182],0,0
1934,14.1822895365,0.3479235771,0.3868865751,869.3181602501,3.5801514972,3.0259171956,4.03672,3.75679,25905,0.0636220443,26.6905339046,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,99.143196106,-114.855422974,-126.325302124,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          99.14319611],[  -0.            1.           -0.         -114.85542297],[   0.            0.            1.         -126.32530212],0,0
1943,14.1202734831,0.3576979768,0.3876359676,845.8991003224,3.5821156256,3.0251878723,4.04914,3.75236,25905,0.0695365068,25.8534538974,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,89.4648361206,-112.15663147,-126.978904724,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          89.46483612],[  -0.            1.           -0.         -112.15663147],[   0.            0.            1.         -126.97890472],0,0
1939,12.1189307406,0.3356961597,0.3859755861,679.7247808336,3.5995108929,2.9942329861,4.12572,3.77525,25906,0.0817839334,23.8151737317,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,98.4684906006,-98.6626434326,-122.277114868,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          98.4684906 ],[ -0.           1.          -0.         -98.66264343],[   0.            0.            1.         -122.27711487],0,0
1959,11.2269417451,0.3198953325,0.3859431243,469.8300119708,3.7199137852,3.030007421,4.33457,3.91931,25906,0.0866876717,22.7815529846,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,108.124961853,-97.1619415283,-102.373664856,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          108.12496185],[ -0.           1.          -0.         -97.16194153],[   0.            0.            1.         -102.37366486],0,0
1955,12.2006812853,0.3163694431,0.3781214933,679.2126139916,3.4405437934,2.9406392664,3.92688,3.5268902102,25907,0.071662023,25.5066627181,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,76.0155029297,-100.119094849,-117.791107178,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          76.01550293],[  -0.            1.           -0.         -100.11909485],[   0.            0.            0.99999994 -117.79110718],0,0
1977,12.021617278,0.330116585,0.3811641536,670.4586865958,3.4708241069,2.9635562954,3.97215,3.55188,25907,0.0873211927,24.7661134426,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,98.1838226318,-104.220108032,-121.780555725,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          98.18382263],[  -0.            1.           -0.         -104.22010803],[   0.            0.            1.         -121.78055573],0,0
1917,13.9206540062,0.3463351489,0.4006670444,701.1172965536,3.6115775523,3.0796014044,4.13624,3.6982202204,25908,0.1025137279,25.0872767755,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,104.830665588,-97.4216384888,-109.106948853,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          104.83066559],[ -0.           1.          -0.         -97.42163849],[   0.            0.            0.99999994 -109.10694885],0,0
1974,14.4261235,0.3608749308,0.4051336693,893.7711521185,3.7253878839,3.1459848609,4.28998,3.8309,25908,0.0968872314,25.6264828997,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,95.0950012207,-109.457824707,-133.74697876,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.09500122],[  -0.            1.           -0.         -109.45782471],[   0.            0.            1.         -133.74697876],0,0
1962,14.7088972742,0.3605756141,0.3717997162,597.5393839157,3.5775781252,2.9956540387,4.1145,3.715,25909,0.0723021839,25.961052792,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,91.0468063354,-108.108428955,-106.084335327,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          91.04680634],[  -0.            1.           -0.         -108.10842896],[   0.            0.            1.         -106.08433533],0,0
1964,13.8626965248,0.338355807,0.3702959432,633.9373997509,3.5952189085,3.0111202036,4.12567,3.74072,25909,0.0745545922,25.8532526576,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,89.6974105835,-108.783126831,-112.15663147,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          89.69741058],[  -0.            1.           -0.         -108.78312683],[   0.            0.            1.         -112.15663147],0,0
1921,13.2790404961,0.3316859662,0.3754722938,599.729013538,3.3378267884,2.7417891395,3.92032,3.45968,25910,0.0847209318,26.3009095641,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,109.071640015,-99.22996521,-105.918296814,0,1,0,,,1,0,0,0,0,[  -1.33000016   -0.           -0.          109.07164001],[ -0.           1.          -0.         -99.22996521],[   0.            0.            1.         -105.91829681],0,0
1926,13.7125136987,0.3330935556,0.3740417181,613.4758131624,3.2840136681,2.7161803635,3.8267,3.40747,25910,0.087107469,27.1338571303,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,106.686004639,-107.374931335,-104.734664917,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          106.68600464],[  -0.            1.           -0.         -107.37493134],[   0.            0.            1.         -104.73466492],0,0
1966,15.638415396,0.3646005258,0.3636581386,665.6326175943,3.2846865639,2.7783232186,3.75363,3.39821,25911,0.0628119061,28.2147048442,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,108.588973999,-108.783126831,-108.783126831,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          108.588974  ],[  -0.            1.           -0.         -108.78312683],[   0.            0.            1.         -108.78312683],0,0
2001,14.8149003054,0.351833436,0.3647993687,690.7968348917,3.2742839577,2.7625262267,3.7294702223,3.40718,25911,0.0670001409,27.8957168836,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,86.9386520386,-97.3179779053,-112.15663147,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          86.93865204],[ -0.           0.99999994  -0.         -97.31797791],[   0.            0.            1.         -112.15663147],0,0
1948,11.7594661293,0.3085680763,0.4167536079,690.0896553854,3.6441038831,3.0806690735,4.17296,3.76429,25912,0.1020080285,24.5381319008,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,91.0632400513,-96.3855361938,-112.15663147,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          91.06324005],[ -0.           1.          -0.         -96.38553619],[   0.            0.            1.         -112.15663147],0,0
1953,11.2853092635,0.2907088743,0.414625064,710.5213927122,3.6313643278,3.0798194495,4.15031,3.74632,25912,0.1063230589,24.7148632818,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,95.0950012207,-103.385543823,-114.180725098,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.09500122],[  -0.            1.           -0.         -103.38554382],[   0.           0.           1.        -114.1807251],0,0
1929,13.3572794154,0.3221565376,0.3806917873,517.3906401514,3.6982719996,3.1964437924,4.19929,3.76837,25913,0.0869730013,25.5573826254,anat_1,session_2,BNU_1,,32,,,,1,,1.33,1,1,1,84.7084503174,-112.116950989,-97.9956588745,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          84.70845032],[  -0.            1.           -0.         -112.11695099],[  0.           0.           1.         -97.99565887],0,0
1947,16.3246045025,0.3911661337,0.3667271642,505.9244288041,3.664590834,3.0526540368,4.23542,3.8063,25913,0.0747030805,26.7182914875,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,104.502685547,-108.429359436,-93.4356231689,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          104.50268555],[  -0.            1.           -0.         -108.42935944],[  0.           0.           1.         -93.43562317],0,0
1975,13.9016261105,0.3595892999,0.3551555223,657.464354424,3.3707717676,2.8344435176,3.83722,3.52131,25914,0.0626497895,25.9093377528,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,85.8276596069,-111.605934143,-120.260734558,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          85.82765961],[  -0.            1.           -0.         -111.60593414],[   0.            0.            1.         -120.26073456],0,0
1923,16.8780995264,0.4107768431,0.3883247515,872.2203623291,3.4274496037,2.9623758443,3.89182,3.49236,25915,0.093160723,26.3325168612,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,102.587478638,-106.613601685,-126.615699768,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          102.58747864],[  -0.            1.           -0.         -106.61360168],[   0.            0.            1.         -126.61569977],0,0
1949,14.2361792416,0.3518530621,0.3818081245,791.6614512828,3.5084426226,2.9952329861,3.97532,3.6269202162,25916,0.1070536894,26.633885638,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,83.3713989258,-115.159934998,-124.68862915,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          83.37139893],[  -0.          1.         -0.       -115.159935],[   0.            0.            0.99999994 -124.68862915],0,0
1979,15.6319141255,0.3865348582,0.3605642915,660.481593184,3.1991105787,2.7309851191,3.57847,3.3502101997,25917,0.0748339905,27.7367460878,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,80.8700180054,-106.710754395,-113.661270142,0,1,0,,,1,0,0,0,0,[ -1.32999992  -0.          -0.          80.87001801],[  -0.            1.           -0.         -106.71075439],[   0.            0.            0.99999994 -113.66127014],0,0
1984,12.2469775643,0.2984715242,0.3814590414,564.8930445595,3.8051351361,3.2567141806,4.3296902581,3.90728,25918,0.0975567449,25.707325787,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,107.698516846,-101.0859375,-101.703437805,0,1,0,,,1,0,0,0,0,[  -1.33000004   -0.           -0.          107.69851685],[  -0.            0.99999994   -0.         -101.0859375 ],[   0.            0.            1.         -101.70343781],0,0
1941,15.6925419743,0.3907706681,0.3878475631,678.2009712004,3.4741340271,2.9407893788,3.9625402362,3.59835,25919,0.0934371795,26.4706562946,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,83.6095123291,-114.409294128,-112.497154236,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          83.60951233],[  -0.            0.99999994   -0.         -114.40929413],[   0.            0.            1.         -112.49715424],0,0
2017,13.8586511709,0.3553019232,0.3919544162,861.1469132095,3.6440402308,3.0610600516,4.10463,3.85126,25920,0.1062258193,25.6956211357,anat_1,session_1,BNU_1,,32,,,,1,,1.33,1,1,1,95.0950012207,-108.108428955,-126.325302124,0,1,0,,,1,0,0,0,0,[ -1.33000004  -0.          -0.          95.09500122],[  -0.            1.           -0.         -108.10842896],[   0.            0.            1.         -126.32530212],0,0
